candidate_id,target_role,education_level,education_relevance,experience_years,experience_relevance,common_skill_coverage,skill_gap_count,project_count,project_quality_score,project_relevance_score,project_depth_score,project_diversity_score,github_activity_score,live_project_count,portfolio_completeness_score,portfolio_design_score,portfolio_content_score,portfolio_evidence_score,technical_evidence_score,soft_skill_evidence_score,github_available,deployment_available,role_fit_score,portfolio_score,job_ready,shortlisted,hired,successful_candidate,data_origin,split
CAND002497,Data Analyst,BCA,74,4.3,70,100,1,2,55,82,54,83,0,2,67,71,61,41,86,74,0,1,84,60,1,1,1,0,original,train
CAND002498,Data Analyst,MTech,90,2.2,81,71,2,5,77,77,54,61,0,5,100,61,76,60,65,66,0,1,78,76,1,0,0,0,original,validation
CAND002499,Data Analyst,BBA,88,2.3,65,63,3,4,55,40,78,34,0,0,100,35,60,49,83,57,0,0,68,64,0,0,0,0,original,train
CAND002500,Data Analyst,MCA,19,0.7,38,100,0,5,79,92,56,64,0,2,76,71,80,27,78,64,0,1,68,64,0,0,0,0,original,test
CAND002501,Data Analyst,BE,67,3.1,100,100,1,5,64,73,70,70,80,2,74,61,65,74,100,46,1,1,90,69,1,1,0,0,original,train
CAND002502,Data Analyst,BSc,81,2.1,17,62,5,3,75,82,72,54,36,0,100,68,67,62,77,69,1,0,61,76,0,0,0,0,original,validation
CAND002503,Data Analyst,BCA,84,1.3,68,67,3,5,75,56,31,60,64,0,77,57,41,71,87,67,1,0,72,62,0,0,0,0,original,train
CAND002504,Data Analyst,MTech,88,1.4,9,45,7,4,83,39,63,58,0,0,40,4,26,99,57,67,0,0,46,44,0,0,0,0,original,train
CAND002505,Data Analyst,MCA,76,3.3,68,100,0,3,72,92,42,53,0,1,62,47,82,43,72,42,0,1,84,59,1,1,0,0,original,test
CAND002506,Data Analyst,BSc,58,8.3,85,86,1,3,98,76,100,84,50,3,94,67,72,53,100,91,1,1,82,73,1,1,1,1,original,train
CAND002507,Data Analyst,MBA,94,0.4,63,87,2,4,70,56,45,35,43,0,81,78,24,83,77,42,1,0,77,67,0,0,0,0,original,train
CAND002508,Data Analyst,BTech,57,2.4,65,95,1,3,68,57,32,59,0,1,69,31,45,40,88,53,0,1,75,48,0,0,0,0,original,train
CAND002509,Data Analyst,MSc,84,7.6,72,100,0,5,53,100,79,66,0,1,53,72,54,50,96,97,0,1,90,56,1,1,1,1,original,train
CAND002510,Data Analyst,BBA,85,2.8,53,92,0,4,52,80,63,57,57,2,89,38,25,72,55,39,1,1,77,59,0,0,0,0,original,train
CAND002511,Data Analyst,BE,82,0.4,41,100,1,2,67,84,52,56,45,2,71,34,41,88,100,60,1,1,81,60,1,0,0,0,original,train
CAND002512,Data Analyst,BBA,40,0.7,49,78,2,3,43,82,51,66,38,3,92,22,56,61,91,51,1,1,68,61,0,0,0,0,original,train
CAND002513,Data Analyst,BCA,94,4.9,66,98,0,4,51,88,57,64,100,4,94,100,46,32,98,75,1,1,89,68,1,1,1,1,original,validation
CAND002514,Data Analyst,BTech,62,2.4,49,93,0,1,57,86,60,60,40,1,85,74,44,100,100,60,1,1,78,76,1,0,0,0,original,train
CAND002515,Data Analyst,BCA,77,0.6,49,68,6,3,60,69,60,64,41,0,66,34,37,43,78,51,1,0,66,47,0,0,0,0,original,train
CAND002516,Data Analyst,MBA,87,0.7,81,100,0,3,58,83,67,52,75,0,75,41,42,98,98,62,1,0,91,66,1,1,0,0,original,train
CAND002517,Data Analyst,MCA,73,0.3,41,66,2,5,52,92,66,78,26,2,71,15,69,67,100,52,1,1,72,58,0,0,0,0,original,train
CAND002518,Data Analyst,BTech,94,0.5,35,100,5,3,74,85,53,73,28,0,86,65,25,60,92,46,1,0,79,60,0,0,0,0,original,train
CAND002519,Data Analyst,BCA,82,1.6,86,100,0,3,91,87,30,93,0,3,40,89,41,63,73,50,0,1,88,56,1,0,0,0,original,train
CAND002520,Data Analyst,BE,48,3.1,65,93,1,4,67,71,28,71,55,1,91,56,76,73,88,63,1,1,75,76,1,1,0,0,original,train
CAND002521,Data Analyst,MCA,83,4.5,81,75,3,3,46,83,77,47,100,2,100,76,39,86,100,62,1,1,83,76,1,1,1,0,original,train
CAND002522,Data Analyst,BCA,70,1.4,81,78,0,4,96,91,38,28,0,0,53,59,52,83,52,49,0,0,78,61,0,0,0,0,original,train
CAND002523,Data Analyst,BE,87,1.3,63,59,2,3,39,53,50,64,0,1,54,78,50,45,100,75,0,1,71,56,0,0,0,0,original,train
CAND002524,Data Analyst,MCA,53,2.8,50,100,0,6,81,100,33,84,85,3,100,32,29,100,95,61,1,1,80,69,1,0,0,0,original,train
CAND002525,Data Analyst,BE,84,0.7,76,64,4,5,72,59,61,75,77,4,78,54,59,82,72,40,1,1,71,69,0,0,0,0,original,train
CAND002526,Data Analyst,MSc,72,1.2,65,91,0,4,43,100,56,83,0,3,81,48,51,66,70,65,0,1,81,63,1,1,0,0,original,train
CAND002527,Data Analyst,BTech,58,1.6,78,49,4,3,45,96,69,30,56,0,76,73,23,77,95,58,1,0,72,62,0,0,0,0,original,train
CAND002528,Data Analyst,MSc,89,3.0,67,59,6,2,83,28,57,74,74,1,100,39,50,76,100,55,1,1,67,69,0,0,0,0,original,train
CAND002529,Data Analyst,BE,57,0.8,36,81,4,0,74,50,26,47,55,0,80,48,36,80,66,50,1,0,60,63,0,0,0,0,original,train
CAND002530,Data Analyst,MSc,75,0.7,74,78,4,3,55,93,59,83,0,1,88,53,68,39,54,76,0,1,76,64,1,0,0,0,original,train
CAND002531,Data Analyst,BTech,21,1.1,86,100,0,3,41,100,80,45,100,0,72,51,65,70,94,72,1,0,82,66,1,1,1,0,original,train
CAND002532,Data Analyst,MBA,59,0.6,45,70,4,4,71,51,23,55,32,2,68,80,59,29,84,45,1,1,62,58,0,0,0,0,original,train
CAND002533,Data Analyst,BE,88,2.0,62,100,1,1,36,71,66,30,0,1,54,83,62,67,74,46,0,1,82,65,1,0,0,0,original,train
CAND002534,Data Analyst,BE,77,0.4,77,100,1,5,75,48,61,62,34,0,82,67,40,81,95,66,1,0,82,68,1,0,0,0,original,train
CAND002535,Data Analyst,BSc,13,1.7,26,100,1,4,83,91,71,79,0,0,55,69,47,94,90,60,0,0,65,66,0,0,0,0,original,train
CAND002536,Data Analyst,MCA,50,0.0,84,81,4,3,84,75,73,58,42,0,82,88,60,94,97,54,1,0,77,81,1,1,0,0,original,train
CAND002537,Data Analyst,MSc,51,9.1,88,100,0,8,65,89,100,62,67,1,93,51,69,77,82,69,1,1,85,75,1,1,1,1,original,validation
CAND002538,Data Analyst,BCA,90,0.6,52,100,2,4,76,98,61,54,54,0,93,65,54,75,100,97,1,0,86,73,1,1,1,0,original,train
CAND002539,Data Analyst,BTech,84,8.2,96,92,0,5,97,91,48,54,38,4,100,45,60,67,95,95,1,1,92,71,1,1,0,0,original,train
CAND002540,Data Analyst,BTech,66,1.1,100,89,1,2,52,53,56,53,0,0,62,27,71,65,69,53,0,0,80,58,0,0,0,0,original,train
CAND002541,Data Analyst,MCA,86,0.4,78,100,0,1,55,100,49,46,56,1,75,66,62,66,100,83,1,1,93,68,1,1,1,1,original,train
CAND002542,Data Analyst,BBA,54,1.5,65,100,0,1,73,91,43,45,38,0,49,68,93,49,90,73,1,0,81,64,1,1,0,0,original,train
CAND002543,Data Analyst,MBA,67,0.2,80,70,6,3,71,70,46,42,0,0,65,25,45,74,69,63,0,0,71,54,0,0,0,0,original,train
CAND002544,Data Analyst,MTech,66,1.3,58,68,2,3,53,89,50,77,40,0,62,58,48,54,70,43,1,0,70,56,0,0,0,0,original,train
CAND002545,Data Analyst,MBA,78,2.5,99,64,0,6,71,83,64,84,100,4,84,22,40,99,95,52,1,1,84,64,1,1,0,0,original,validation
CAND002546,Data Analyst,MTech,88,3.7,100,86,5,5,76,82,93,55,0,1,70,73,62,73,69,73,0,1,86,69,1,1,0,0,original,train
CAND002547,Data Analyst,BTech,66,3.5,74,85,1,4,89,65,65,63,100,4,72,52,42,74,97,41,1,1,78,61,0,0,0,0,original,validation
CAND002548,Data Analyst,BTech,64,2.6,100,100,3,4,90,82,71,57,53,0,57,26,69,84,88,50,1,0,88,61,1,0,0,0,original,validation
CAND002549,Data Analyst,MSc,56,3.3,75,69,5,7,66,44,92,63,100,2,89,32,83,70,96,68,1,1,68,71,0,0,0,0,original,validation
CAND002550,Data Analyst,BCA,41,0.2,55,72,1,5,72,56,24,97,88,4,67,66,48,100,79,55,1,1,63,70,0,0,0,0,original,train
CAND002551,Data Analyst,BCA,69,1.2,45,47,3,3,80,71,35,57,42,2,100,39,67,100,99,31,1,1,63,80,0,0,0,0,original,test
CAND002552,Data Analyst,MSc,76,2.3,97,71,1,2,79,87,23,93,0,0,53,34,53,56,60,72,0,0,81,50,0,0,0,0,original,train
CAND002553,Data Analyst,BSc,73,0.6,78,81,2,4,70,85,54,70,0,0,65,30,66,85,100,56,0,0,82,63,1,0,0,0,original,train
CAND002554,Data Analyst,BSc,12,3.5,64,73,2,4,82,36,53,55,66,4,82,49,66,80,87,74,1,1,57,71,0,0,0,0,original,train
CAND002555,Data Analyst,BTech,70,0.9,44,97,2,2,50,100,36,64,26,0,68,83,75,44,100,54,1,0,81,67,1,0,0,0,original,train
CAND002556,Data Analyst,BTech,68,3.5,64,100,1,2,66,97,64,45,76,0,94,89,53,65,87,54,1,0,84,76,1,1,1,0,original,train
CAND002557,Data Analyst,BTech,83,2.6,77,55,5,3,63,47,100,77,0,3,67,77,79,45,76,49,0,1,67,66,0,0,0,0,original,train
CAND002558,Data Analyst,BTech,81,3.1,70,91,0,0,53,100,58,63,42,0,69,64,51,92,51,41,1,0,82,69,1,0,0,0,original,train
CAND002559,Data Analyst,BTech,60,7.4,88,81,3,5,80,57,62,81,41,5,69,37,79,25,69,70,1,1,74,54,0,0,0,0,original,train
CAND002560,Data Analyst,BTech,84,1.2,81,45,5,5,55,80,60,81,0,0,81,55,79,34,61,77,0,0,69,64,0,0,0,0,original,test
CAND002561,Data Analyst,BTech,40,0.8,68,90,2,4,75,79,65,60,30,2,70,58,49,89,75,55,1,1,73,67,0,0,0,0,original,test
CAND002562,Data Analyst,BE,69,0.7,80,59,6,2,45,86,34,89,0,0,53,42,53,41,54,50,0,0,69,48,0,0,0,0,original,train
CAND002563,Data Analyst,BE,66,3.1,41,100,0,2,77,96,89,35,4,1,77,83,62,76,87,83,1,1,79,74,1,1,0,0,original,test
CAND002564,Data Analyst,BE,72,2.0,83,89,1,3,95,100,73,49,48,0,63,48,79,86,100,73,1,0,88,70,1,1,1,1,original,train
CAND002565,Data Analyst,MSc,68,4.1,60,100,0,2,48,86,37,14,52,2,91,57,66,56,80,60,1,1,81,69,1,1,0,0,original,train
CAND002566,Data Analyst,MTech,67,1.1,72,92,2,2,69,68,58,35,0,0,66,33,42,58,80,41,0,0,78,51,0,0,0,0,original,train
CAND002567,Data Analyst,BE,55,1.8,95,90,2,3,57,83,72,64,34,0,67,69,79,68,92,55,1,0,84,71,1,0,0,0,original,train
CAND002568,Data Analyst,BE,60,7.3,74,100,1,3,95,76,55,44,100,1,75,48,71,93,100,66,1,1,83,73,1,0,0,0,original,train
CAND002569,Data Analyst,MBA,97,1.8,71,70,3,1,58,65,55,31,56,1,99,48,39,88,66,41,1,1,75,71,0,0,0,0,original,train
CAND002570,Data Analyst,BTech,50,2.0,59,80,2,6,65,51,73,68,76,5,90,64,99,100,80,30,1,1,66,90,0,0,0,0,original,train
CAND002571,Data Analyst,MBA,84,2.6,59,89,3,3,32,92,51,81,0,3,96,69,52,56,91,42,0,1,82,70,1,1,0,0,original,test
CAND002572,Data Analyst,MTech,30,0.7,50,79,0,6,93,86,42,39,0,1,91,42,64,78,69,31,0,1,65,71,0,0,0,0,original,validation
CAND002573,Data Analyst,BTech,26,0.2,47,70,4,2,72,70,61,88,9,2,74,33,55,33,81,76,1,1,59,51,0,0,0,0,original,validation
CAND002574,Data Analyst,MCA,86,3.1,80,53,2,4,86,67,100,95,85,0,84,52,72,90,91,89,1,0,74,76,1,1,1,0,original,train
CAND002575,Data Analyst,MCA,77,0.1,59,33,6,3,54,64,66,66,55,3,54,42,39,81,43,62,1,1,55,55,0,0,0,0,original,train
CAND002576,Data Analyst,BBA,66,0.5,42,100,0,2,64,88,38,66,0,1,69,51,80,59,77,47,0,1,77,66,0,0,0,0,original,train
CAND002577,Data Analyst,BE,36,2.6,76,100,2,3,55,60,53,41,52,3,85,52,71,75,82,67,1,1,74,72,1,0,0,0,original,train
CAND002578,Data Analyst,BCA,35,2.5,91,86,2,6,81,67,72,41,6,3,78,44,86,61,83,93,1,1,75,69,1,1,0,0,original,train
CAND002579,Data Analyst,BBA,59,3.5,90,74,4,4,98,52,48,87,60,1,60,74,54,85,100,46,1,1,75,68,1,0,0,0,original,train
CAND002580,Data Analyst,BTech,10,1.0,85,71,2,0,64,79,60,62,47,0,69,59,62,64,36,36,1,0,61,64,0,0,0,0,original,validation
CAND002581,Data Analyst,BTech,95,1.4,58,71,1,1,78,100,48,50,69,0,89,67,37,72,85,68,1,0,80,67,1,1,0,0,original,test
CAND002582,Data Analyst,MCA,35,0.9,60,78,3,3,57,70,75,44,0,0,56,40,67,64,53,20,0,0,62,58,0,0,0,0,original,test
CAND002583,Data Analyst,BE,92,0.4,49,100,0,1,74,73,41,51,60,1,80,43,52,27,100,70,1,1,83,52,1,1,0,0,original,train
CAND002584,Data Analyst,BE,57,3.7,76,59,3,2,69,68,73,33,67,0,100,56,43,69,100,90,1,0,70,69,1,1,0,0,original,test
CAND002585,Data Analyst,BE,25,2.7,62,69,4,1,51,53,47,42,39,1,61,50,17,35,71,33,1,1,58,41,0,0,0,0,original,train
CAND002586,Data Analyst,BSc,73,0.9,60,88,0,3,30,36,53,79,0,0,55,80,89,44,89,83,0,0,72,66,1,0,0,0,original,train
CAND002587,Data Analyst,BE,48,0.9,100,100,0,2,47,86,38,61,0,0,70,86,46,25,61,14,0,0,84,56,0,0,0,0,original,test
CAND002588,Data Analyst,BE,77,3.6,54,99,0,5,71,100,64,65,0,0,90,71,39,49,71,79,0,0,82,63,1,1,1,1,original,test
CAND002589,Data Analyst,MSc,20,0.6,85,100,0,5,78,98,55,60,0,0,69,49,56,21,76,34,0,0,79,50,0,0,0,0,original,test
CAND002590,Data Analyst,BBA,96,0.4,89,72,4,2,61,92,36,59,23,2,81,77,100,84,100,25,1,1,87,86,1,0,0,0,original,train
CAND002591,Data Analyst,BE,47,2.9,77,88,0,1,66,78,43,22,0,0,44,62,56,59,84,34,0,0,77,54,0,0,0,0,original,train
CAND002592,Data Analyst,BSc,51,4.6,47,100,0,2,68,57,54,82,42,0,45,62,20,75,100,88,1,0,73,50,0,0,0,0,original,validation
CAND002593,Data Analyst,MSc,63,0.6,73,87,0,2,88,88,35,40,52,0,53,44,70,100,78,54,1,0,80,67,1,1,0,0,original,train
CAND002594,Data Analyst,MCA,79,1.9,41,66,4,2,62,78,61,23,90,0,47,52,54,67,87,26,1,0,68,55,0,0,0,0,original,train
CAND002595,Data Analyst,BTech,79,1.8,63,98,2,0,51,65,79,66,65,0,54,61,34,80,86,67,1,0,80,57,1,1,0,0,original,train
CAND002596,Data Analyst,BTech,79,3.4,40,75,3,3,39,96,58,50,64,3,100,70,58,84,100,26,1,1,75,80,1,0,0,0,original,train
CAND002597,Data Analyst,BE,79,1.5,74,100,1,1,59,81,49,47,0,0,79,56,56,72,71,36,0,0,84,67,1,0,0,0,original,train
CAND002598,Data Analyst,BE,63,4.1,79,69,3,4,94,63,76,59,92,0,67,62,55,96,64,95,1,0,70,70,1,1,0,0,original,test
CAND002599,Data Analyst,BE,43,0.2,32,66,3,0,46,72,7,27,0,0,52,82,46,69,60,65,0,1,56,61,0,0,0,0,original,validation
CAND002600,Data Analyst,MTech,62,8.2,92,96,0,4,32,88,73,37,97,0,61,81,67,39,100,77,1,0,89,61,1,1,1,1,original,test
CAND002601,Data Analyst,MSc,88,3.2,85,85,4,6,56,73,46,40,74,4,100,26,54,81,92,57,1,1,84,69,1,1,0,0,original,train
CAND002602,Data Analyst,BTech,78,3.4,99,100,0,6,58,100,85,77,66,5,59,84,54,64,100,55,1,1,96,64,1,1,1,1,original,validation
CAND002603,Data Analyst,MTech,86,1.9,58,84,1,0,72,90,78,18,35,0,71,30,68,81,94,29,1,0,82,65,1,0,0,0,original,train
CAND002604,Data Analyst,MSc,57,0.5,92,85,4,3,28,59,66,17,0,0,47,100,77,25,82,38,0,0,77,60,0,0,0,0,original,train
CAND002605,Data Analyst,MCA,78,6.2,79,86,5,0,49,86,39,22,1,0,77,75,58,74,82,72,1,1,81,71,1,1,1,0,original,test
CAND002606,Data Analyst,BTech,54,2.7,89,77,1,3,53,92,60,84,0,2,66,46,30,79,82,23,0,1,80,56,0,0,0,0,original,validation
CAND002607,Data Analyst,MCA,33,0.6,86,99,2,3,82,86,52,49,0,1,68,67,43,57,93,52,0,1,81,59,0,0,0,0,original,test
CAND002608,Data Analyst,MSc,88,3.7,75,93,1,4,84,68,58,67,0,3,100,63,60,70,48,50,0,1,79,75,1,1,1,0,original,train
CAND002609,Data Analyst,MBA,83,1.9,87,100,2,3,81,70,51,57,64,0,77,51,65,75,90,60,1,0,87,68,1,1,0,0,original,test
CAND002610,Data Analyst,MBA,65,0.6,61,60,4,1,67,81,38,24,71,1,87,68,50,80,94,65,1,1,70,72,0,0,0,0,original,train
CAND002611,Data Analyst,BE,72,2.6,59,74,3,5,70,76,46,52,85,3,92,42,57,90,88,69,1,1,73,73,1,0,0,0,original,train
CAND002612,Data Analyst,BSc,44,0.6,81,100,0,7,68,98,74,94,0,4,100,93,31,68,100,68,0,1,85,73,1,1,0,0,original,validation
CAND002613,Data Analyst,MSc,65,0.4,74,84,1,4,48,65,63,50,0,3,53,39,62,62,69,61,0,1,75,55,0,0,0,0,original,train
CAND002614,Data Analyst,MCA,81,3.6,100,90,2,4,76,83,83,39,93,4,82,44,68,97,88,56,1,1,89,75,1,1,0,0,original,train
CAND002615,Data Analyst,MTech,84,0.6,74,98,0,3,58,74,19,54,51,0,59,46,49,79,70,69,1,0,83,59,1,1,0,0,original,train
CAND002616,Data Analyst,MCA,68,2.6,100,82,0,4,60,90,54,43,17,3,89,45,21,42,87,71,1,1,87,51,1,1,0,0,original,train
CAND002617,Data Analyst,MSc,82,0.0,37,89,1,2,43,99,58,39,0,2,66,69,53,58,71,75,0,1,76,61,0,0,0,0,original,train
CAND002618,Data Analyst,MTech,80,0.3,73,89,2,6,47,93,60,76,0,6,82,31,79,57,100,84,0,1,86,65,1,1,0,0,original,train
CAND002619,Data Analyst,MCA,74,1.1,53,100,3,1,35,90,45,54,0,1,58,49,51,81,93,49,0,1,81,60,1,0,0,0,original,train
CAND002620,Data Analyst,MTech,67,0.9,57,61,5,3,76,77,44,84,60,1,58,64,60,51,74,63,1,1,66,58,0,0,0,0,original,test
CAND002621,Data Analyst,MSc,50,0.7,66,100,3,4,79,75,62,78,86,0,79,56,66,80,100,62,1,0,78,71,1,1,1,0,original,train
CAND002622,Data Analyst,Diploma,34,3.6,81,77,1,4,42,66,40,70,0,2,59,57,48,57,71,63,0,1,69,55,0,0,0,0,original,train
CAND002623,Data Analyst,BE,93,1.3,76,81,4,2,51,82,59,34,38,0,63,64,44,53,75,53,1,0,81,56,0,0,0,0,original,validation
CAND002624,Data Analyst,BSc,72,1.5,52,57,4,3,71,60,53,60,62,0,84,93,76,68,79,68,1,0,63,80,0,0,0,0,original,train
CAND002625,Data Analyst,BTech,34,0.4,79,44,7,6,61,58,55,86,64,6,100,39,60,83,50,50,1,1,54,74,0,0,0,0,original,validation
CAND002626,Data Analyst,MSc,54,0.9,57,100,0,2,51,78,71,13,0,2,64,55,57,46,72,42,0,1,76,56,0,0,0,0,original,validation
CAND002627,Data Analyst,MTech,71,2.2,69,65,2,3,25,66,42,51,41,0,56,58,59,87,86,71,1,0,71,65,0,0,0,0,original,train
CAND002628,Data Analyst,BCA,43,3.8,75,79,4,2,75,55,50,41,32,0,100,44,86,45,58,75,1,0,65,72,0,0,0,0,original,train
CAND002629,Data Analyst,MBA,88,1.9,68,89,2,5,59,79,34,60,69,0,80,83,71,100,77,53,1,0,81,83,1,1,1,0,original,train
CAND002630,Data Analyst,MSc,29,5.3,66,100,0,5,94,92,56,100,71,5,100,37,79,81,100,69,1,1,79,77,1,1,0,0,original,train
CAND002631,Data Analyst,BTech,39,0.5,72,77,3,2,70,99,36,56,0,1,49,32,42,49,69,21,0,1,72,44,0,0,0,0,original,train
CAND002632,Data Analyst,BTech,82,1.9,100,100,1,2,64,86,38,96,98,0,93,73,46,64,100,47,1,0,94,70,1,1,1,1,original,test
CAND002633,Data Analyst,BCA,63,6.2,83,85,2,6,92,64,78,35,69,3,89,70,47,100,100,69,1,1,79,77,1,1,0,0,original,validation
CAND002634,Data Analyst,BCA,87,8.9,74,96,0,4,81,65,97,67,50,1,100,100,67,59,74,76,1,1,83,82,1,1,1,1,original,train
CAND002635,Data Analyst,MBA,91,1.2,58,71,2,5,81,87,52,46,0,5,91,46,43,28,54,48,0,1,73,54,0,0,0,0,original,train
CAND002636,Data Analyst,BE,64,2.7,55,76,5,4,47,88,64,68,0,2,90,85,62,67,89,70,0,1,72,76,1,1,0,0,original,train
CAND002637,Data Analyst,BTech,82,0.3,69,73,5,5,62,87,47,47,0,3,73,70,59,41,32,84,0,1,71,61,0,0,0,0,original,validation
CAND002638,Data Analyst,BTech,46,5.1,66,100,0,7,79,68,60,65,77,1,100,63,96,100,100,76,1,1,78,92,1,1,1,1,original,train
CAND002639,Data Analyst,MCA,63,4.2,81,100,1,6,98,71,63,50,7,4,89,54,47,52,100,59,1,1,84,62,1,1,0,0,original,test
CAND002640,Data Analyst,PhD,38,1.5,80,100,3,2,53,76,59,47,0,0,46,48,57,68,65,25,0,0,75,55,0,0,0,0,original,validation
CAND002641,Data Analyst,BSc,56,1.0,75,87,1,4,53,100,60,64,37,0,64,17,73,70,77,51,1,0,80,58,0,0,0,0,original,train
CAND002642,Data Analyst,BE,69,5.0,85,70,0,5,100,70,91,41,97,2,100,55,82,88,96,52,1,1,79,84,1,1,0,0,original,train
CAND002643,Data Analyst,BBA,68,0.1,45,81,2,4,93,89,59,51,0,0,74,45,57,37,86,50,0,0,73,55,0,0,0,0,original,train
CAND002644,Data Analyst,MSc,36,1.7,76,88,1,5,69,88,47,69,83,0,94,23,66,100,68,56,1,0,74,74,1,0,0,0,original,test
CAND002645,Data Analyst,BCA,52,3.5,85,100,3,1,61,92,57,56,37,0,48,35,70,78,93,39,1,0,85,58,1,1,0,0,original,validation
CAND002646,Data Analyst,MCA,36,2.1,79,49,0,3,54,82,69,88,53,1,83,73,85,74,66,54,1,1,64,79,0,0,0,0,original,train
CAND002647,Data Analyst,Diploma,59,1.2,65,69,0,3,39,84,33,48,0,2,77,66,61,46,60,11,0,1,70,63,0,0,0,0,original,validation
CAND002648,Data Analyst,MTech,72,0.4,40,90,1,1,58,76,40,37,0,0,59,94,79,46,96,41,0,0,75,68,0,0,0,0,original,train
CAND002649,Data Analyst,MBA,76,0.5,74,50,2,5,61,64,56,76,25,5,100,47,76,54,77,54,1,1,68,72,0,0,0,0,original,train
CAND002650,Data Analyst,BTech,38,0.4,70,70,4,3,45,54,65,71,68,0,53,100,61,49,73,23,1,0,63,63,0,0,0,0,original,train
CAND002651,Data Analyst,BTech,43,0.1,56,53,4,3,49,73,45,52,28,0,86,74,90,46,77,38,1,0,60,75,0,0,0,0,original,train
CAND002652,Data Analyst,BBA,65,3.8,67,97,0,6,88,69,86,63,70,1,98,35,58,55,87,62,1,1,79,65,1,0,0,0,original,train
CAND002653,Data Analyst,BTech,88,0.5,68,96,1,0,54,80,64,75,0,0,64,42,49,62,94,29,0,0,86,55,0,0,0,0,original,train
CAND002654,Data Analyst,BTech,72,1.3,45,81,1,6,89,62,87,44,0,5,77,43,57,35,76,56,0,1,69,55,0,0,0,0,original,train
CAND002655,Data Analyst,MSc,94,2.6,58,98,0,2,45,100,51,44,75,0,43,62,47,61,100,38,1,0,89,52,1,0,0,0,original,train
CAND002656,Data Analyst,BTech,84,1.3,88,77,1,3,49,68,62,45,46,0,89,46,56,78,77,70,1,0,81,69,1,1,0,0,original,test
CAND002657,Data Analyst,BTech,81,1.5,72,88,0,2,74,66,62,52,36,0,62,87,45,33,70,69,1,0,79,56,0,0,0,0,original,train
CAND002658,Data Analyst,MSc,72,1.3,71,100,2,5,100,74,62,91,43,0,66,62,76,51,88,40,1,0,82,64,1,0,0,0,original,train
CAND002659,Data Analyst,MSc,76,1.6,82,60,5,4,72,44,57,40,0,2,51,77,36,41,54,61,0,1,65,50,0,0,0,0,original,train
CAND002660,Data Analyst,BBA,88,0.5,43,22,6,2,55,85,56,46,0,2,70,49,54,71,21,89,0,1,51,62,0,0,0,0,original,train
CAND002661,Data Analyst,MCA,64,2.7,65,90,1,5,67,55,30,51,73,5,100,55,42,84,100,59,1,1,76,72,1,0,0,0,original,train
CAND002662,Data Analyst,BSc,80,1.2,37,75,4,6,69,79,44,77,48,4,87,24,40,62,99,41,1,1,71,56,0,0,0,0,original,validation
CAND002663,Data Analyst,BE,59,4.3,88,93,2,5,67,89,44,66,89,0,100,58,86,82,87,82,1,0,84,84,1,1,1,1,original,train
CAND002664,Data Analyst,BTech,85,2.1,89,100,0,3,34,87,51,81,0,2,56,60,62,79,62,100,0,1,88,64,1,1,1,1,original,train
CAND002665,Data Analyst,MBA,74,1.2,83,100,1,4,68,75,53,64,55,0,69,50,98,85,100,100,1,0,87,76,1,1,1,1,original,train
CAND002666,Data Analyst,MTech,82,1.3,40,41,5,3,63,72,33,73,68,3,94,77,34,67,56,46,1,1,57,69,0,0,0,0,original,train
CAND002667,Data Analyst,MBA,86,3.2,100,59,2,5,55,53,70,52,88,0,93,73,50,63,100,50,1,0,79,71,1,0,0,0,original,train
CAND002668,Data Analyst,MTech,13,0.2,47,98,1,1,58,100,49,93,46,1,53,59,52,32,55,14,1,1,66,49,0,0,0,0,original,train
CAND002669,Data Analyst,MSc,43,4.5,83,98,0,4,32,79,67,57,86,4,97,25,45,100,100,57,1,1,82,70,1,1,1,1,original,train
CAND002670,Data Analyst,BE,46,5.5,100,100,0,2,39,100,96,46,53,1,84,34,33,75,93,53,1,1,89,59,1,1,1,0,original,train
CAND002671,Data Analyst,BBA,49,1.0,56,57,3,1,30,67,41,25,23,0,100,37,64,51,48,56,1,0,58,66,0,0,0,0,original,train
CAND002672,Data Analyst,MCA,86,1.8,40,90,0,4,57,47,48,99,0,0,37,47,49,65,61,45,0,0,69,49,0,0,0,0,original,train
CAND002673,Data Analyst,BE,22,1.0,84,88,4,1,52,85,53,57,39,0,68,51,64,47,100,34,1,0,75,58,0,0,0,0,original,validation
CAND002674,Data Analyst,BE,86,0.4,51,62,3,1,45,60,57,49,100,1,83,90,6,68,98,40,1,1,70,61,0,0,0,0,original,train
CAND002675,Data Analyst,MCA,50,3.1,67,81,0,5,97,100,47,51,43,1,95,57,91,70,95,58,1,1,78,80,1,1,0,0,original,train
CAND002676,Data Analyst,BTech,58,2.9,83,100,0,1,77,93,32,50,59,0,83,63,26,95,71,52,1,0,84,68,1,1,1,1,original,train
CAND002677,Data Analyst,BTech,92,0.4,92,63,3,2,46,79,46,51,25,0,55,77,35,41,56,58,1,0,78,51,0,0,0,0,original,train
CAND002678,Data Analyst,BTech,96,0.7,57,89,0,2,60,69,40,53,18,2,88,56,19,36,92,41,1,1,81,51,0,0,0,0,original,train
CAND002679,Data Analyst,BSc,56,0.5,44,100,0,1,33,100,21,22,0,1,59,70,50,55,41,51,0,1,73,58,0,0,0,0,original,train
