target_role,education_level,education_relevance,experience_years,experience_relevance,common_skill_coverage,skill_gap_count,project_count,project_quality_score,project_relevance_score,project_depth_score,project_diversity_score,github_activity_score,live_project_count,portfolio_completeness_score,portfolio_design_score,portfolio_content_score,portfolio_evidence_score,technical_evidence_score,soft_skill_evidence_score,github_available,deployment_available
Data Scientist,BTech,86,5.6,91,97,1,4,50,74,31,82,56,2,87,57,63,69,68,72,,
Data Scientist,BSc,27,5.2,75,79,0,5,86,84,100,77,86,0,82,71,75,81,100,32,,
Data Scientist,MSc,55,4.3,83,77,3,4,69,78,76,62,91,3,80,47,85,64,100,82,,
Data Scientist,MSc,82,2.4,78,97,2,1,27,57,56,54,48,0,74,51,53,69,77,39,,
Data Scientist,BTech,43,1.0,55,57,4,3,83,45,46,36,62,0,71,71,41,66,89,34,,
Data Scientist,BE,76,1.0,63,100,2,3,65,96,27,57,72,1,83,50,74,86,79,28,,
Data Scientist,MCA,60,0.5,50,64,2,1,40,71,43,61,44,0,49,79,45,87,68,47,,
Data Scientist,MSc,63,1.6,60,86,1,2,40,63,66,69,28,0,100,34,55,62,53,41,,
Data Scientist,BE,64,2.7,84,58,5,4,58,56,60,77,78,0,67,35,86,54,69,36,,
Data Scientist,BE,90,5.3,100,91,0,4,76,100,81,59,90,4,86,47,57,90,100,84,,
Data Scientist,BTech,89,4.6,69,94,1,6,96,99,82,42,44,6,78,80,81,100,100,58,,
Data Scientist,MSc,68,0.4,84,72,3,4,43,79,34,50,59,0,88,41,59,58,52,26,,
Data Scientist,MSc,74,0.9,28,68,4,3,83,78,58,68,0,0,82,50,51,54,62,58,,
Data Scientist,BTech,51,0.1,27,100,1,5,67,67,76,38,65,5,100,76,80,97,76,34,,
Data Scientist,BE,86,0.5,59,86,2,2,59,73,36,90,57,1,80,22,81,83,83,70,,
Data Scientist,BE,18,0.7,65,73,2,5,93,60,57,52,0,2,75,49,75,39,57,79,,
Data Scientist,BBA,71,0.2,37,73,0,3,73,74,48,76,40,0,84,45,74,51,100,54,,
Data Scientist,MBA,65,1.3,61,100,0,6,100,80,96,44,0,3,96,29,85,64,79,56,,
Data Scientist,BE,53,4.5,83,86,1,2,76,82,40,60,0,0,40,44,58,36,79,74,,
Data Scientist,BSc,50,0.8,54,65,1,0,55,53,0,41,48,0,49,45,56,92,89,56,,
Data Scientist,BBA,66,2.2,72,63,2,3,63,78,61,57,52,0,91,66,73,88,72,67,,
Data Scientist,BTech,87,1.2,56,93,1,4,50,81,40,62,49,0,96,26,26,70,93,51,,
Data Scientist,BSc,79,1.3,58,82,1,5,58,65,63,74,74,0,85,49,43,100,94,48,,
Data Scientist,BBA,38,0.3,55,80,3,2,38,70,55,65,0,1,85,32,61,67,35,55,,
Data Scientist,BE,79,1.7,39,79,0,3,40,100,63,52,62,0,90,80,45,84,88,65,,
Data Scientist,BE,84,1.5,74,92,4,2,47,87,27,57,58,1,47,67,85,95,74,69,,
Data Scientist,BE,89,1.0,96,40,4,0,62,41,46,30,71,0,69,37,51,80,67,38,,
Data Scientist,BTech,57,5.6,100,100,0,2,71,62,54,10,61,1,70,35,100,64,86,67,,
Data Scientist,MCA,39,2.1,81,97,0,3,36,62,89,63,74,0,56,59,48,64,100,79,,
Data Scientist,BTech,66,0.3,52,100,0,1,62,60,46,28,0,1,61,71,86,33,53,10,,
Data Scientist,BTech,80,0.9,44,100,2,5,51,89,48,61,88,1,97,71,46,84,82,64,,
Data Scientist,BE,47,2.5,78,95,3,2,42,79,41,52,82,0,89,48,81,99,85,69,,
Data Scientist,BBA,72,2.9,49,72,5,3,62,85,36,34,29,0,96,75,55,53,91,65,,
Data Scientist,MSc,56,0.6,65,60,4,3,70,79,42,48,0,0,69,94,81,59,63,20,,
Data Scientist,BTech,33,1.3,59,95,0,2,49,100,37,57,0,1,61,34,45,52,71,20,,
Data Scientist,BE,90,2.4,64,84,2,1,49,81,79,44,93,1,77,70,39,85,87,56,,
Data Scientist,MSc,76,4.4,58,58,3,3,50,50,61,58,48,0,73,77,59,85,88,67,,
Data Scientist,BTech,37,0.4,68,58,0,2,62,93,68,77,0,1,95,51,80,66,94,59,,
Data Scientist,MCA,83,1.0,94,74,3,0,65,62,72,23,0,0,45,78,26,50,17,70,,
Data Scientist,BTech,95,3.4,75,96,0,2,77,91,95,49,76,2,86,57,71,92,100,67,,
Data Scientist,MTech,70,1.9,84,88,2,3,66,100,39,51,0,0,51,68,28,65,55,81,,
Data Scientist,MCA,75,0.8,60,92,3,1,47,74,41,65,0,0,48,32,60,59,68,74,,
Data Scientist,BTech,87,0.6,71,59,3,2,64,68,73,80,0,0,40,58,46,53,56,58,,
Data Scientist,PhD,92,2.9,39,65,3,2,67,91,37,29,7,0,89,59,34,59,57,79,,
Data Scientist,MSc,79,4.7,59,64,3,4,29,92,58,86,53,0,98,52,90,88,84,45,,
Data Scientist,BSc,47,2.7,87,100,0,6,74,81,65,70,49,4,94,55,73,74,76,50,,
Data Scientist,MBA,46,2.3,73,86,1,4,68,61,57,53,0,2,72,56,6,67,94,33,,
Data Scientist,BSc,32,7.8,100,99,0,5,82,70,69,61,18,3,79,100,66,31,78,75,,
Data Scientist,MCA,88,1.3,84,23,1,5,74,88,96,35,0,2,100,36,28,54,91,42,,
Data Scientist,BE,45,1.7,83,82,0,6,54,100,69,54,89,5,97,53,74,100,90,53,,
Data Scientist,MBA,58,2.4,73,57,1,3,62,57,42,76,34,3,65,78,33,62,62,63,,
Data Scientist,MCA,52,1.0,77,51,4,4,100,63,60,55,0,1,86,37,73,61,55,38,,
Data Scientist,BTech,62,2.2,51,65,5,8,83,76,64,78,79,4,100,64,73,99,96,51,,
Data Scientist,BE,44,3.3,86,82,2,4,44,82,48,57,85,0,90,50,75,99,84,60,,
Data Scientist,MTech,86,1.5,55,81,2,5,70,73,45,73,0,3,58,62,79,40,69,50,,
Data Scientist,PhD,80,2.1,61,71,2,2,69,83,38,49,20,0,92,47,45,55,63,77,,
Data Scientist,MSc,85,1.3,31,47,4,4,69,69,57,64,42,0,79,69,71,82,74,51,,
Data Scientist,BTech,57,1.6,56,83,3,1,40,54,66,58,21,1,55,38,52,61,85,64,,
Data Scientist,MCA,51,0.7,60,59,4,3,42,73,52,75,30,0,87,48,40,52,53,51,,
Data Scientist,BE,60,3.5,82,90,1,5,77,100,72,60,56,2,82,41,59,64,92,89,,
Data Scientist,BE,91,0.8,55,94,1,4,66,84,50,86,24,4,76,49,82,60,75,64,,
Data Scientist,BTech,65,2.6,83,78,2,3,67,69,55,71,52,0,75,37,53,58,81,74,,
Data Scientist,MSc,77,2.0,53,100,2,3,77,73,61,75,26,0,75,61,51,75,86,68,,
Data Scientist,MCA,74,1.3,52,52,4,2,85,75,70,68,29,0,70,70,71,72,80,48,,
Data Scientist,BTech,15,1.6,73,83,2,4,75,78,58,43,0,0,82,64,54,48,87,80,,
Data Scientist,BE,60,3.5,89,67,1,4,40,81,39,64,56,2,75,50,50,87,67,41,,
Data Scientist,BTech,57,1.1,55,74,3,3,51,65,54,52,0,0,69,59,54,63,86,35,,
Data Scientist,BE,55,2.2,63,87,3,2,47,60,71,71,0,0,26,67,56,40,81,72,,
Data Scientist,PhD,85,2.3,48,79,2,2,50,95,48,30,25,0,81,56,46,43,63,59,,
Data Scientist,MTech,69,1.8,61,97,1,4,52,90,73,63,35,0,71,39,47,35,97,61,,
Data Scientist,BTech,65,2.3,84,67,1,3,53,63,78,60,42,0,79,54,30,68,93,40,,
Data Scientist,BSc,77,1.2,93,59,3,3,59,65,43,73,46,0,81,56,58,80,72,54,,
Data Scientist,MCA,61,1.2,80,59,3,5,47,85,65,73,57,2,87,43,73,88,86,58,,
Data Scientist,BE,70,1.4,60,94,1,2,58,79,73,73,0,0,64,63,58,71,95,45,,
Data Scientist,BTech,79,2.7,79,98,1,4,70,74,67,91,0,3,82,65,63,61,90,52,,
Data Scientist,BE,69,1.5,90,66,3,4,47,68,63,60,58,0,85,42,50,58,87,57,,
Data Scientist,BTech,81,1.5,71,93,1,1,54,73,45,70,11,0,58,60,45,74,72,44,,
Data Scientist,BTech,64,2.6,66,79,2,4,80,90,60,54,58,0,69,71,67,98,94,48,,
Data Scientist,BCA,68,1.9,59,77,0,5,78,91,39,55,73,0,96,77,56,76,86,59,,
Data Scientist,MSc,67,0.8,50,79,2,3,69,86,58,50,0,1,65,50,60,47,53,78,,
Data Scientist,BE,55,2.3,67,89,1,4,89,76,59,31,24,2,83,74,65,77,100,45,,
Data Scientist,BCA,66,1.8,55,52,3,4,61,65,45,61,0,0,81,41,46,67,84,44,,
Data Scientist,BE,86,1.7,44,75,3,4,69,65,53,52,0,0,63,72,88,48,65,51,,
Data Scientist,MBA,85,3.5,75,96,0,5,55,96,63,54,60,4,78,57,76,58,88,58,,
Data Scientist,MCA,85,2.6,78,65,3,5,72,83,35,63,0,5,84,67,81,64,71,58,,
Data Scientist,MSc,47,1.7,51,35,3,5,65,74,45,55,65,5,87,75,55,71,73,65,,
Data Scientist,MTech,68,4.7,77,81,3,4,64,88,62,78,53,0,63,46,50,68,86,63,,
Data Scientist,MBA,80,1.0,66,92,1,3,31,92,56,31,63,2,72,56,61,41,81,40,,
Data Scientist,BTech,79,1.4,72,98,1,5,65,96,50,79,34,0,68,64,62,58,84,61,,
Data Scientist,BTech,88,1.3,51,67,1,2,59,69,60,54,15,0,91,51,45,65,79,30,,
Data Scientist,BBA,66,2.2,71,89,2,4,56,87,63,71,43,2,83,46,57,71,70,52,,
Data Scientist,BSc,61,1.5,65,100,1,3,61,87,70,69,19,1,72,62,57,65,84,53,,
Data Scientist,BSc,92,2.7,57,43,4,3,73,62,37,49,65,3,74,48,39,88,84,52,,
Data Scientist,MTech,29,3.4,59,67,4,1,52,84,48,65,0,0,37,22,59,57,66,41,,
Data Scientist,BTech,81,2.7,83,57,4,5,88,61,50,83,68,1,82,45,78,71,70,56,,
Data Scientist,BCA,86,1.9,63,85,1,3,69,99,54,41,64,2,82,70,61,89,90,46,,
Data Scientist,MCA,69,2.1,50,70,3,3,71,85,66,57,0,0,71,65,50,71,76,53,,
Data Scientist,BTech,94,2.8,75,78,1,2,62,82,86,54,50,1,68,66,56,72,95,65,,
Data Scientist,BTech,55,2.0,76,94,2,2,50,89,46,57,58,0,74,57,76,73,77,64,,
Data Scientist,BE,40,1.6,58,81,4,1,58,85,45,71,0,0,54,32,66,59,70,23,,
Data Scientist,BE,85,3.0,87,76,4,2,58,83,44,47,31,2,64,76,72,85,64,45,,
Data Scientist,BE,71,2.3,84,89,2,2,78,94,62,44,0,0,45,70,91,76,80,50,,
Data Scientist,BTech,38,1.0,56,73,2,3,70,66,42,44,39,0,68,56,43,61,82,29,,
Data Scientist,MCA,74,1.5,53,69,3,3,63,75,75,56,23,0,64,55,38,62,80,43,,
Data Scientist,MCA,43,0.9,61,79,1,1,51,83,48,61,23,0,55,89,41,74,80,46,,
Data Scientist,MSc,59,3.7,81,72,2,3,83,85,59,32,4,2,83,70,69,74,82,38,,
Data Scientist,MTech,81,1.2,59,83,1,5,74,70,37,78,54,0,76,63,66,67,81,67,,
Data Scientist,MSc,43,2.3,67,98,1,3,56,65,46,34,58,3,76,43,56,82,88,49,,
Data Scientist,BCA,69,2.1,58,67,3,7,86,86,52,65,79,4,99,70,67,94,93,54,,
Data Scientist,BTech,78,1.3,78,74,3,4,67,60,76,56,0,1,85,32,57,41,81,57,,
Data Scientist,MCA,85,0.6,69,50,5,4,69,75,31,47,0,3,90,71,60,59,55,34,,
Data Scientist,BE,76,1.3,57,100,0,6,68,72,76,52,27,0,93,71,61,66,100,40,,
Data Scientist,BE,89,3.1,65,57,2,2,75,82,46,54,4,0,70,55,38,55,60,77,,
Data Scientist,BE,31,0.5,67,64,1,3,76,80,63,67,0,1,88,50,77,54,80,67,,
Data Scientist,MCA,47,1.2,68,64,2,3,62,66,76,66,68,1,75,53,60,80,88,73,,
Data Scientist,BBA,60,4.1,75,92,1,4,65,84,70,75,63,3,94,72,60,67,90,68,,
Data Scientist,MBA,75,2.3,85,71,3,3,73,92,37,59,0,0,44,67,49,59,53,81,,
Data Scientist,BSc,54,0.8,57,72,1,2,60,64,14,55,0,0,60,53,51,69,78,61,,
Data Scientist,MTech,64,1.9,46,56,2,3,59,51,55,53,0,0,76,56,61,75,83,40,,
Data Scientist,BE,53,2.2,70,80,1,3,88,80,50,33,37,2,78,74,68,72,86,56,,
Data Scientist,BTech,93,2.8,55,52,6,5,55,32,54,74,59,5,87,56,45,76,63,45,,
Data Scientist,BTech,84,2.5,78,100,2,4,76,58,48,41,62,0,84,72,36,82,93,48,,
Data Scientist,BTech,71,1.9,59,74,3,5,77,73,57,74,36,3,82,66,57,62,94,70,,
Data Scientist,MBA,53,2.8,60,79,2,5,66,67,61,55,34,3,82,45,26,62,86,40,,
Data Scientist,BTech,77,2.3,62,44,4,5,62,52,55,76,50,3,88,54,62,74,66,53,,
Data Scientist,BSc,72,1.8,65,72,2,4,60,71,63,65,63,0,88,57,58,93,82,58,,
Data Scientist,PhD,69,0.6,55,45,3,4,87,77,61,59,60,0,90,49,77,70,84,66,,
Data Scientist,MTech,68,1.2,49,67,2,2,47,57,41,53,0,0,59,68,45,59,56,65,,
Data Scientist,BTech,69,1.1,55,98,1,4,61,97,51,72,0,4,69,54,67,46,69,43,,
Data Scientist,MCA,55,1.6,42,76,1,3,73,67,63,46,62,3,85,55,70,87,71,40,,
Data Scientist,BBA,79,5.1,56,85,3,4,76,87,68,60,66,0,95,60,55,68,94,75,,
Data Scientist,BBA,85,0.7,48,63,3,5,92,74,68,50,81,0,83,43,84,66,83,57,,
Data Scientist,MSc,87,2.8,59,50,4,4,70,39,58,63,38,1,90,49,48,59,77,73,,
Data Scientist,MSc,59,2.8,59,70,3,3,52,66,62,64,38,0,73,68,56,75,84,56,,
Data Scientist,BTech,87,0.9,62,82,3,4,66,76,51,80,48,2,87,40,75,74,86,69,,
Data Scientist,BTech,80,1.0,44,99,2,5,51,88,48,60,87,1,97,71,47,85,82,65,,
Data Scientist,MTech,45,2.7,82,67,2,2,63,69,61,16,37,1,80,71,52,79,82,56,,
Data Scientist,MBA,40,1.5,63,72,3,2,85,78,71,33,29,2,67,63,43,77,45,55,,
Data Scientist,MSc,85,1.4,65,66,2,4,50,67,65,71,0,0,67,64,36,75,90,54,,
Data Scientist,MCA,83,2.0,71,89,0,3,59,61,64,83,55,0,56,85,64,78,96,66,,
Data Scientist,BSc,84,1.1,55,77,2,4,64,83,55,83,0,0,68,62,40,76,75,71,,
Data Scientist,BBA,41,1.3,70,46,3,2,57,63,63,25,53,0,71,54,57,64,88,43,,
Data Scientist,BTech,82,1.9,50,79,2,3,55,81,59,53,46,2,58,46,65,63,85,62,,
Data Scientist,MTech,59,3.0,65,75,1,3,74,75,45,78,57,0,72,56,50,70,100,80,,
Data Scientist,BSc,92,0.8,60,98,2,4,73,81,58,38,60,1,91,78,45,84,83,28,,
Data Scientist,BTech,72,1.0,57,72,1,5,78,87,36,64,0,0,88,68,53,51,64,54,,
Data Scientist,MSc,56,0.9,40,78,3,2,41,52,74,52,30,0,96,30,54,66,80,48,,
Data Scientist,BBA,21,1.2,63,86,3,1,57,98,47,56,0,1,53,52,55,59,82,21,,
Data Scientist,BE,41,2.1,67,91,1,2,68,68,60,38,0,0,65,59,75,48,88,60,,
Data Scientist,BSc,72,0.7,43,68,3,6,88,81,83,59,0,1,82,65,67,70,79,43,,
Data Scientist,MSc,53,0.9,69,94,0,1,49,85,55,50,13,0,69,44,29,52,76,50,,
Data Scientist,MSc,52,2.0,48,90,2,3,68,79,67,56,0,0,56,73,71,91,85,72,,
Data Scientist,MSc,70,1.8,76,74,1,3,70,56,46,70,51,1,91,36,49,59,85,69,,
Data Scientist,BE,54,1.2,75,96,3,3,52,91,19,64,0,3,71,54,62,52,78,66,,
Data Scientist,BSc,63,1.7,65,91,1,2,54,85,34,49,0,0,42,60,38,55,70,68,,
Data Scientist,BE,60,1.2,53,80,1,4,38,76,53,71,62,0,65,52,61,56,83,64,,
Data Scientist,MBA,34,0.6,56,93,1,6,88,88,73,38,0,4,98,53,53,70,77,62,,
Data Scientist,MBA,42,0.7,42,86,2,2,45,74,56,49,0,0,79,31,48,61,84,35,,
Data Scientist,BE,70,2.4,74,81,1,3,66,79,50,61,0,1,71,54,42,62,90,61,,
Data Scientist,BE,56,5.5,73,73,3,3,61,80,57,79,0,1,49,42,50,61,77,72,,
Data Scientist,BE,79,2.5,70,98,1,6,77,90,78,66,54,4,90,69,60,72,100,52,,
Data Scientist,BE,83,4.0,70,58,2,3,52,87,55,78,0,0,79,53,68,72,74,59,,
Data Scientist,BSc,68,1.5,63,80,1,4,64,64,72,58,66,0,79,46,44,82,95,39,,
Data Scientist,BTech,62,3.3,39,88,2,4,63,74,64,56,0,0,44,65,74,50,77,42,,
Data Scientist,MBA,68,1.7,65,73,3,4,69,68,61,40,0,1,83,63,19,74,80,29,,
Data Scientist,MCA,53,2.0,68,82,1,3,75,89,61,32,0,2,66,58,71,56,70,70,,
Data Scientist,BE,73,1.4,45,58,2,4,75,70,60,62,74,0,62,81,62,85,79,50,,
Data Scientist,MSc,85,0.6,72,49,4,1,52,68,55,76,0,0,45,52,53,54,59,67,,
Data Scientist,BE,68,3.8,84,93,0,3,66,100,64,59,58,3,78,43,52,76,90,59,,
Data Scientist,BE,96,0.9,53,100,1,5,70,97,61,68,25,4,82,71,67,59,68,43,,
Data Scientist,BE,55,0.7,67,50,5,0,40,80,33,61,0,0,49,31,67,60,66,52,,
Data Scientist,BBA,45,1.6,41,83,4,3,61,80,39,48,56,0,74,42,57,53,89,62,,
Data Scientist,BTech,63,3.1,71,89,2,2,51,71,42,57,47,0,70,63,26,62,77,43,,
Data Scientist,BE,59,5.0,64,89,1,5,91,89,78,54,44,1,89,54,65,78,99,63,,
Data Scientist,BSc,40,0.4,42,100,1,4,62,76,58,41,63,3,87,70,82,88,70,40,,
Data Scientist,BCA,43,1.0,44,92,2,2,60,84,56,58,14,1,64,81,66,83,79,56,,
Data Scientist,BE,57,2.3,41,76,1,2,65,57,76,55,41,0,75,50,57,87,86,52,,
Data Scientist,BTech,67,0.6,52,94,1,2,50,67,50,42,0,1,63,64,76,43,63,19,,
Data Scientist,BTech,52,2.1,69,64,1,2,52,72,60,52,0,0,68,43,59,75,87,43,,
Data Scientist,BTech,54,3.2,67,100,1,3,71,64,64,22,63,3,83,54,90,79,82,53,,
Data Scientist,MCA,37,2.3,69,67,2,5,79,76,83,63,0,2,95,38,67,54,63,49,,
Data Scientist,MCA,49,4.2,84,92,0,4,70,81,64,49,0,3,66,72,66,34,62,84,,
Data Scientist,BE,61,2.7,74,98,1,3,66,66,49,73,14,0,79,48,42,55,82,45,,
Data Scientist,BCA,73,2.9,65,89,1,2,59,86,72,55,56,2,74,67,54,72,88,52,,
Data Scientist,BTech,74,1.3,62,89,1,1,59,77,33,64,51,1,78,34,51,79,78,58,,
Data Scientist,MBA,84,3.8,78,75,4,3,84,58,45,79,33,1,55,68,67,64,70,63,,
Data Scientist,BTech,44,1.6,79,71,3,5,73,76,73,65,43,0,97,82,83,78,69,61,,
Data Scientist,BE,80,2.0,86,71,1,3,72,88,35,65,0,2,60,54,52,57,58,82,,
Data Scientist,BE,82,1.5,49,76,3,6,75,49,75,56,52,6,95,70,52,84,86,53,,
Data Scientist,MTech,81,0.8,48,79,2,4,51,73,47,55,0,0,73,61,45,69,65,69,,
Data Scientist,BTech,25,0.5,55,92,2,3,60,92,43,46,0,0,68,42,55,53,84,65,,
Data Scientist,BCA,76,1.6,60,83,0,3,76,90,45,56,0,0,75,58,51,80,85,51,,
Data Scientist,BE,51,4.6,81,69,1,6,56,84,66,70,0,2,71,63,71,83,79,46,,
Data Scientist,BSc,54,2.7,70,98,2,3,69,67,45,62,57,0,70,66,73,74,72,50,,
Data Scientist,MBA,77,2.3,55,81,1,4,81,57,69,49,0,0,90,38,54,69,92,61,,
Data Scientist,BTech,68,0.6,43,82,5,3,54,71,41,75,52,0,83,70,69,70,75,34,,
Data Scientist,BTech,73,3.3,61,87,2,6,64,80,74,72,83,3,95,43,63,58,87,47,,
Data Scientist,MSc,74,4.4,75,87,2,5,84,89,79,50,64,5,79,66,83,85,100,68,,
Data Scientist,BTech,79,2.7,87,99,0,6,66,83,77,85,70,3,91,61,64,65,100,48,,
Data Scientist,MSc,40,0.6,50,90,2,2,60,66,31,71,0,1,62,63,45,43,73,46,,
Data Scientist,MTech,92,2.2,70,89,1,3,67,83,80,55,77,2,93,61,53,88,100,61,,
Data Scientist,MBA,76,1.0,51,68,1,4,74,69,73,46,0,1,90,37,58,65,77,40,,
Data Scientist,BE,50,1.8,66,84,1,2,63,58,60,65,0,0,92,47,32,70,71,60,,
Data Scientist,BTech,80,2.4,67,83,2,3,81,79,46,76,0,3,84,71,60,72,83,58,,
Data Scientist,MSc,59,0.5,27,74,4,2,57,58,69,49,20,0,90,36,52,64,83,56,,
Data Scientist,BTech,79,1.2,84,72,3,3,49,75,42,48,16,0,57,48,42,66,88,51,,
Data Scientist,BBA,61,1.8,55,77,5,6,67,82,57,65,72,0,89,70,66,81,98,56,,
Data Scientist,BTech,53,0.8,61,96,2,5,80,74,57,45,0,0,81,65,53,61,93,64,,
Data Scientist,BE,69,1.1,54,67,2,3,67,68,53,77,53,0,78,40,78,54,90,48,,
Data Scientist,MSc,75,0.9,63,68,2,0,48,73,43,66,0,0,45,40,51,63,73,61,,
Data Scientist,MTech,84,1.3,77,80,1,4,55,73,72,63,46,2,89,62,24,69,95,43,,
Data Scientist,MCA,48,1.9,58,98,0,5,78,98,49,55,32,0,63,68,60,60,87,86,,
Data Scientist,MSc,65,4.5,65,75,3,5,60,45,63,53,70,0,83,59,62,86,88,69,,
Data Scientist,BE,86,3.1,55,69,3,3,77,80,21,57,46,1,76,48,40,74,81,69,,
Data Scientist,BTech,72,2.9,67,86,1,4,80,95,60,48,27,0,58,63,60,81,89,49,,
Data Scientist,MSc,79,1.3,59,95,1,3,60,81,57,68,35,0,83,44,38,74,97,52,,
Data Scientist,MCA,75,0.9,60,94,2,2,39,84,49,54,14,1,58,38,62,46,70,58,,
Data Scientist,MCA,60,2.8,57,73,1,4,61,68,96,69,0,0,72,82,60,65,83,43,,
Data Scientist,MTech,54,1.5,61,88,1,2,44,74,42,59,0,0,60,74,62,55,66,53,,
Data Scientist,BBA,60,2.4,56,69,3,3,44,60,58,61,26,0,78,56,61,76,62,62,,
Data Scientist,BE,40,1.1,55,82,2,4,69,79,62,76,0,0,84,52,48,35,90,76,,
Data Scientist,BTech,78,0.5,59,82,1,3,42,64,70,58,50,0,76,53,58,70,97,57,,
Data Scientist,MTech,78,2.7,72,47,5,3,62,66,64,37,40,2,85,52,60,69,64,60,,
Data Scientist,BE,61,1.1,35,100,0,5,68,73,73,44,8,0,84,66,62,57,93,51,,
Data Scientist,MTech,35,1.5,70,90,1,3,69,53,49,29,0,0,70,54,42,57,78,60,,
Data Scientist,BE,54,1.0,57,72,3,3,76,64,39,44,66,0,74,63,52,74,85,32,,
Data Scientist,MBA,70,0.8,62,99,1,3,69,90,70,49,0,0,66,41,64,51,91,47,,
Data Scientist,BE,23,1.7,69,90,1,2,84,78,60,34,0,0,66,58,72,44,83,71,,
Data Scientist,MBA,60,1.3,55,68,3,3,53,66,68,50,47,0,93,52,66,81,81,63,,
Data Scientist,BBA,78,1.6,74,61,3,2,60,65,60,63,26,1,48,69,81,61,75,72,,
Data Scientist,BE,66,0.4,48,90,2,2,49,51,55,79,0,1,49,49,48,35,81,66,,
Data Scientist,BTech,38,1.3,60,83,1,5,82,99,50,58,26,0,84,48,63,49,85,83,,
Data Scientist,BSc,45,2.0,66,92,1,4,68,75,56,48,0,1,59,59,22,60,90,59,,
Data Scientist,MSc,75,1.1,96,53,4,3,49,69,36,60,0,2,72,52,61,67,49,55,,
Data Scientist,PhD,89,4.4,68,96,1,6,81,82,52,69,65,5,87,59,68,81,91,83,,
Data Scientist,BBA,50,1.0,70,76,2,2,63,79,52,47,21,0,47,42,39,53,86,32,,
Data Scientist,MSc,76,1.8,75,47,4,1,44,75,48,36,0,0,67,48,59,74,67,64,,
Data Scientist,BTech,47,1.7,38,78,2,4,55,72,41,51,0,0,70,37,48,56,87,52,,
Data Scientist,BSc,67,0.7,50,54,4,4,69,59,47,60,0,0,70,23,48,59,79,54,,
Data Scientist,BTech,54,0.8,44,96,1,1,37,71,48,54,0,0,54,31,46,53,80,49,,
DevOps Engineer,BE,73,0.5,100,22,6,3,42,46,39,44,96,3,78,70,89,68,56,44,,
DevOps Engineer,BE,40,2.5,86,94,2,4,82,72,46,40,15,0,78,67,67,60,100,76,,
DevOps Engineer,BE,76,1.8,50,71,3,3,57,80,75,61,61,0,77,27,52,86,100,42,,
DevOps Engineer,MCA,79,2.9,81,38,7,2,30,72,43,42,27,0,86,90,27,84,69,36,,
DevOps Engineer,BTech,79,2.0,77,24,7,3,68,63,75,23,31,3,100,70,9,52,62,78,,
DevOps Engineer,BTech,85,0.5,87,80,7,0,53,81,45,44,0,0,80,73,61,36,62,24,,
DevOps Engineer,MBA,16,1.3,67,73,1,5,48,54,58,100,60,5,100,18,76,49,93,55,,
DevOps Engineer,BBA,73,3.4,53,58,2,7,73,42,90,46,77,0,100,88,100,63,100,53,,
DevOps Engineer,BTech,84,1.8,87,96,0,3,74,69,88,64,41,0,86,52,47,80,100,60,,
DevOps Engineer,BTech,22,0.4,46,68,2,5,84,74,88,52,81,3,100,28,68,90,85,71,,
DevOps Engineer,BE,55,3.0,94,71,0,4,83,61,65,62,56,3,81,64,51,91,88,93,,
DevOps Engineer,MTech,75,0.8,43,87,3,4,66,63,54,59,4,0,59,79,90,71,41,50,,
DevOps Engineer,BSc,87,0.7,29,91,3,5,100,88,28,81,42,4,83,45,81,100,84,56,,
DevOps Engineer,BTech,75,2.1,63,54,4,5,73,75,51,40,0,3,71,68,85,55,59,56,,
DevOps Engineer,MSc,47,0.6,59,34,6,5,90,71,79,56,0,0,53,41,44,49,75,67,,
DevOps Engineer,MTech,70,0.3,82,76,6,3,60,53,65,41,74,0,82,64,56,75,85,62,,
DevOps Engineer,MSc,78,2.9,88,74,4,3,88,74,67,53,0,2,77,70,61,90,58,62,,
DevOps Engineer,MBA,74,0.8,26,98,2,2,68,95,52,78,58,0,67,73,79,43,88,67,,
DevOps Engineer,BSc,83,1.0,75,80,5,2,64,69,32,22,29,1,78,36,65,68,72,60,,
DevOps Engineer,BSc,23,1.8,70,100,0,4,62,100,60,66,58,3,99,88,52,55,100,56,,
DevOps Engineer,MSc,63,0.7,74,40,5,4,51,55,100,83,63,1,81,69,66,71,97,59,,
DevOps Engineer,MSc,89,2.5,46,91,4,3,78,100,46,71,24,0,64,66,69,82,82,60,,
DevOps Engineer,BE,89,0.9,90,61,6,0,21,93,92,35,30,0,55,49,68,43,79,85,,
DevOps Engineer,MSc,65,3.2,67,54,4,4,79,100,49,84,91,4,64,30,62,100,74,58,,
DevOps Engineer,BSc,85,3.0,75,87,0,3,75,63,60,91,71,3,99,17,42,68,78,65,,
DevOps Engineer,BE,91,3.1,56,90,2,6,91,92,59,38,52,0,87,32,67,43,70,89,,
DevOps Engineer,BCA,92,1.6,63,55,4,2,62,62,55,68,0,0,41,33,78,30,61,58,,
DevOps Engineer,MTech,24,3.1,18,100,0,2,40,74,44,81,67,0,69,48,42,62,88,64,,
DevOps Engineer,MBA,52,2.1,77,94,0,3,53,90,35,66,0,2,75,32,69,34,58,72,,
DevOps Engineer,BTech,51,1.5,82,69,3,5,76,60,90,59,0,3,42,99,65,41,53,36,,
DevOps Engineer,MSc,48,1.5,97,89,1,5,71,74,32,52,87,0,83,42,57,97,99,34,,
